,full_name,surname,far_right,years,country_name,epg_code,epg_names,national_party_id,national_party_name,national_party_family
2181,BADÍA i CUTCHET María,badía i cutchet,0,2004-2009,Spain,SOC,SOC,92,Partit dels Socialistes de Catalunya,
2182,BARÓN CRESPO Enrique,barón crespo,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2183,BORRELL FONTELLES Josep,borrell fontelles,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2184,CALABUIG RULL Joan,calabuig rull,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2185,CARNERO GONZÁLEZ Carlos,carnero gonzález,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2186,del CASTILLO VERA Pilar,del castillo vera,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2187,CERCAS Alejandro,cercas,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2188,DÍAZ DE MERA GARCÍA CONSUEGRA Agustín,díaz de mera garcía consuegra,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2189,DÍEZ GONZÁLEZ Rosa,díez gonzález,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2190,DÜHRKOP DÜHRKOP Bárbara,dührkop dührkop,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2191,FERNÁNDEZ MARTÍN Fernando,fernández martín,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2192,FRAGA ESTÉVEZ Carmen,fraga estévez,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2193,GALEOTE QUECEDO Gerardo,galeote quecedo,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2194,GARCÍA-MARGALLO Y MARFIL José Manuel,garcía-margallo y marfil,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2195,GARCÍA PÉREZ Iratxe,garcía pérez,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2196,GARRIGA POLLEDO Salvador,garriga polledo,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2197,de GRANDES PASCUAL Luis,de grandes pascual,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2198,GUARDANS CAMBÓ Ignasi,guardans cambó,0,2004-2009,Spain,ALDE,Alliance of Liberals and Democrats for Europe Party,83,Convergència Democràtica Catalunya,
2199,GUTIÉRREZ-CORTINES Cristina,gutiérrez-cortines,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2200,HAMMERSTEIN David,hammerstein,0,2004-2009,Spain,G/EFA,The Greens/European Free Alliance,88,Los Verdes,
2201,HERRANZ GARCÍA María Esther,herranz garcía,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2202,HERRERO-TEJEDOR Luis Francisco,herrero-tejedor,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2203,ITURGAIZ ANGULO Carlos José,iturgaiz angulo,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2204,JOAN i MARÍ Bernat,joan i marí,0,2004-2009,Spain,G/EFA,The Greens/European Free Alliance,84,Europa de los Pueblos,
2205,LÓPEZ-ISTÚRIZ WHITE Antonio,lópez-istúriz white,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2206,MARTÍNEZ MARTÍNEZ Miguel Angel,martínez martínez,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2207,MASIP HIDALGO Antonio,masip hidalgo,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2208,MATO ADROVER Ana,mato adrover,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2209,MAYOR OREJA Jaime,mayor oreja,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2210,MEDINA ORTEGA Manuel,medina ortega,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2211,MÉNDEZ DE VIGO Íñigo,méndez de vigo,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2212,MENÉNDEZ del VALLE Emilio,menéndez del valle,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2213,MEYER PLEITE Willy,meyer pleite,0,2004-2009,Spain,EUL/NGL,The Left in the European Parliament,87,Izquierda Unida,
2214,MIGUÉLEZ RAMOS Rosa,miguélez ramos,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2215,MILLÁN MON Francisco José,millán mon,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2216,MONTORO ROMERO Cristobal,montoro romero,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2217,MORENO SÁNCHEZ Javier,moreno sánchez,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2218,OBIOLS i GERMÀ Raimon,obiols i germà,0,2004-2009,Spain,SOC,SOC,92,Partit dels Socialistes de Catalunya,
2219,ORTUONDO LARREA Josu,ortuondo larrea,0,2004-2009,Spain,ALDE,Alliance of Liberals and Democrats for Europe Party,89,Partido Nacionalista Vasco,
2220,PLEGUEZUELOS AGUILAR Francisca,pleguezuelos aguilar,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2221,POMÉS RUIZ José Javier,pomés ruiz,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2222,RIERA MADURELL Teresa,riera madurell,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2223,ROMEVA i RUEDA Raül,romeva i rueda,0,2004-2009,Spain,G/EFA,The Greens/European Free Alliance,86,Iniciativa Per Catalunya Verds - Esquerra Unida í Alternativa,
2224,RUDI UBEDA Luisa Fernanda,rudi ubeda,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2225,SALAFRANCA SÁNCHEZ-NEYRA José Ignacio,salafranca sánchez-neyra,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2226,SALINAS GARCÍA María Isabel,salinas garcía,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2227,SÁNCHEZ PRESEDO Antolín,sánchez presedo,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2228,SORNOSA MARTÍNEZ María,sornosa martínez,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2229,VALENCIANO MARTÍNEZ-OROZCO María Elena,valenciano martínez-orozco,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2230,VARELA SUANZES-CARPEGNA Daniel,varela suanzes-carpegna,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2231,VIDAL-QUADRAS ROCA Alejo,vidal-quadras roca,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2232,YAÑEZ-BARNUEVO GARCÍA Luis,yañez-barnuevo garcía,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2233,FRAILE CANTÓN Juan,fraile cantón,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2234,GARCÉS RAMÓN Vicente Miguel,garcés ramón,0,2004-2009,Spain,SOC,SOC,91,Partido Socialista Obrero Español,
2235,GRAU i SEGÚ Martí,grau i segú,0,2004-2009,Spain,SOC,SOC,92,Partit dels Socialistes de Catalunya,
2236,LUQUE AGUILAR Florencio,luque aguilar,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2237,NARANJO ESCOBAR Juan Andrés,naranjo escobar,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2238,SANZ PALACIO Salvador Domingo,sanz palacio,0,2004-2009,Spain,EPP-ED,European People's Party Group and European Democrats,90,Partido Popular,
2239,IRUJO AMEZAGA Mikel,irujo amezaga,0,2004-2009,Spain,G/EFA,The Greens/European Free Alliance,85,Eusko Alkartasuna,
2240,BAUTISTA Daniel,bautista,0,2004-2009,Spain,na,NA,90,Partido Popular,
2241,ANDERSSON Jan,andersson,0,2004-2009,Sweden,SOC,SOC,34,Arbetarepartiet- Socialdemokraterna,
2242,CEDERSCHIÖLD Charlotte,cederschiöld,0,2004-2009,Sweden,EPP-ED,European People's Party Group and European Democrats,41,Moderata Samlingspartiet,
2243,EK Lena,ek,0,2004-2009,Sweden,ALDE,Alliance of Liberals and Democrats for Europe Party,35,Centerpartiet,
2244,FJELLNER Christofer,fjellner,0,2004-2009,Sweden,EPP-ED,European People's Party Group and European Democrats,41,Moderata Samlingspartiet,
2245,GOUDIN Hélène,goudin,1,2004-2009,Sweden,IND/DEM,Independence/Democracy,38,Junilistan,
2246,HEDH Anna,hedh,0,2004-2009,Sweden,SOC,SOC,34,Arbetarepartiet- Socialdemokraterna,
2247,HEDKVIST PETERSEN Ewa,hedkvist petersen,0,2004-2009,Sweden,SOC,SOC,34,Arbetarepartiet- Socialdemokraterna,
2248,HÖKMARK Gunnar,hökmark,0,2004-2009,Sweden,EPP-ED,European People's Party Group and European Democrats,41,Moderata Samlingspartiet,
2249,IBRISAGIC Anna,ibrisagic,0,2004-2009,Sweden,EPP-ED,European People's Party Group and European Democrats,41,Moderata Samlingspartiet,
2250,LUNDGREN Nils,lundgren,1,2004-2009,Sweden,IND/DEM,Independence/Democracy,38,Junilistan,
2251,MALMSTRÖM Cecilia,malmström,0,2004-2009,Sweden,ALDE,Alliance of Liberals and Democrats for Europe Party,37,Folkpartiet liberalerna,
2252,SCHLYTER Carl,schlyter,0,2004-2009,Sweden,G/EFA,The Greens/European Free Alliance,40,Miljöpartiet,
2253,SEGELSTRÖM Inger,segelström,0,2004-2009,Sweden,SOC,SOC,34,Arbetarepartiet- Socialdemokraterna,
2254,SJÖSTEDT Jonas,sjöstedt,0,2004-2009,Sweden,EUL/NGL,The Left in the European Parliament,42,Vänsterpartiet,
2255,SVENSSON Eva-Britt,svensson,0,2004-2009,Sweden,EUL/NGL,The Left in the European Parliament,42,Vänsterpartiet,
2256,WESTLUND Åsa,westlund,0,2004-2009,Sweden,SOC,SOC,34,Arbetarepartiet- Socialdemokraterna,
2257,WIJKMAN Anders,wijkman,0,2004-2009,Sweden,EPP-ED,European People's Party Group and European Democrats,39,Kristdemokraterna,
2258,WOHLIN Lars,wohlin,0,2004-2009,Sweden,EPP-ED,European People's Party Group and European Democrats,39,Kristdemokraterna,
2259,HOLM Jens,holm,0,2004-2009,Sweden,EUL/NGL,The Left in the European Parliament,42,Vänsterpartiet,
2260,SCHMIDT Olle,schmidt,0,2004-2009,Sweden,ALDE,Alliance of Liberals and Democrats for Europe Party,37,Folkpartiet liberalerna,
2261,ROBSAHM Maria,robsahm,0,2004-2009,Sweden,ALDE,Alliance of Liberals and Democrats for Europe Party,36,Feministiskt initiativ,
2262,FÄRM Göran,färm,0,2004-2009,Sweden,SOC,SOC,34,Arbetarepartiet- Socialdemokraterna,
2263,ALLISTER James Hugh,allister,0,2004-2009,UK,na,NA,65,Traditional Unionist,
2264,ASHWORTH Richard James,ashworth,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2265,ATKINS Robert,atkins,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2266,ATTWOOLL Elspeth,attwooll,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,62,Scottish Liberal Democrats,
2267,BATTEN Gerard,batten,1,2004-2009,UK,IND/DEM,Independence/Democracy,66,UK Independence Party,
2268,BEAZLEY Christopher,beazley,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2269,BLOOM Godfrey,bloom,1,2004-2009,UK,IND/DEM,Independence/Democracy,66,UK Independence Party,
2270,BOOTH Graham,booth,1,2004-2009,UK,IND/DEM,Independence/Democracy,66,UK Independence Party,
2271,BOWIS John,bowis,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2272,BOWLES Sharon Margaret,bowles,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,59,Liberal Democrat Party,
2273,BRADBOURN Philip,bradbourn,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2274,BUSHILL-MATTHEWS Philip,bushill-matthews,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2275,CALLANAN Martin,callanan,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2276,CASHMAN Michael,cashman,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2277,CHICHESTER Giles,chichester,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2278,CLARK Derek Roland,clark,1,2004-2009,UK,IND/DEM,Independence/Democracy,66,UK Independence Party,
2279,CORBETT Richard,corbett,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2280,DAVIES Chris,davies,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,59,Liberal Democrat Party,
2281,de BRÚN Bairbre,de brún,0,2004-2009,UK,EUL/NGL,The Left in the European Parliament,64,Sinn Féin,
2282,DEVA Nirj,deva,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2283,DOVER Den,dover,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2284,DUFF Andrew,duff,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,59,Liberal Democrat Party,
2285,ELLES James,elles,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2286,EVANS Jillian,evans,0,2004-2009,UK,G/EFA,The Greens/European Free Alliance,60,Plaid Cymru - Party of Wales,
2287,EVANS Jonathan,evans,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2288,EVANS Robert,evans,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2289,FARAGE Nigel,farage,1,2004-2009,UK,IND/DEM,Independence/Democracy,66,UK Independence Party,
2290,FORD Glyn,ford,0,2004-2009,UK,SOC,SOC,58,Labour and the Gibraltar Socialist Labour Party,
2291,GILL Neena,gill,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2292,HALL Fiona,hall,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,59,Liberal Democrat Party,
2293,HANNAN Daniel,hannan,0,2004-2009,UK,na,NA,54,Conservative and Unionist Party,
2294,HARBOUR Malcolm,harbour,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2295,HEATON-HARRIS Christopher,heaton-harris,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2296,HELMER Roger,helmer,0,2004-2009,UK,na,NA,54,Conservative and Unionist Party,
2297,HONEYBALL Mary,honeyball,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2298,HOWITT Richard,howitt,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2299,HUDGHTON Ian,hudghton,0,2004-2009,UK,G/EFA,The Greens/European Free Alliance,63,Scottish National Party,
2300,HUGHES Stephen,hughes,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2301,JACKSON Caroline,jackson,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2302,KAMALL Syed Salah,kamall,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2303,KARIM Sajjad,karim,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2304,KILROY-SILK Robert,kilroy-silk,0,2004-2009,UK,na,NA,66,UK Independence Party,
2305,KINNOCK Glenys,kinnock,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2306,KIRKHOPE Timothy,kirkhope,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2307,KNAPMAN Roger,knapman,0,2004-2009,UK,na,NA,66,UK Independence Party,
2308,LAMBERT Jean,lambert,0,2004-2009,UK,G/EFA,The Greens/European Free Alliance,55,Green Party,
2309,LUCAS Caroline,lucas,0,2004-2009,UK,G/EFA,The Greens/European Free Alliance,55,Green Party,
2310,LUDFORD Baroness Sarah,ludford,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,59,Liberal Democrat Party,
2311,LYNNE Elizabeth,lynne,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,59,Liberal Democrat Party,
2312,McAVAN Linda,mcavan,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2313,McCARTHY Arlene,mccarthy,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2314,McMILLAN-SCOTT Edward,mcmillan-scott,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2315,MARTIN David,martin,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2316,MORAES Claude,moraes,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2317,MORGAN Eluned,morgan,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2318,MOTE Ashley,mote,0,2004-2009,UK,na,NA,56,Independent,
2319,NATTRASS Michael Henry,nattrass,1,2004-2009,UK,IND/DEM,Independence/Democracy,66,UK Independence Party,
2320,NEWTON DUNN Bill,newton dunn,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,59,Liberal Democrat Party,
2321,NICHOLSON James,nicholson,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,67,Ulster Unionist Party,
2322,NICHOLSON OF WINTERBOURNE ,nicholson of winterbourne,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,59,Liberal Democrat Party,
2323,PARISH Neil,parish,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2324,PURVIS John,purvis,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,61,Scottish Conservative and Unionist Party,
2325,SKINNER Peter,skinner,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2326,SMITH Alyn,smith,0,2004-2009,UK,G/EFA,The Greens/European Free Alliance,63,Scottish National Party,
2327,STEVENSON Struan,stevenson,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,61,Scottish Conservative and Unionist Party,
2328,STIHLER Catherine,stihler,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2329,STURDY Robert,sturdy,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2330,SUMBERG David,sumberg,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2331,TANNOCK Charles,tannock,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2332,TITFORD Jeffrey,titford,1,2004-2009,UK,IND/DEM,Independence/Democracy,66,UK Independence Party,
2333,TITLEY Gary,titley,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2334,VAN ORDEN Geoffrey,van orden,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2335,WALLIS Diana,wallis,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,59,Liberal Democrat Party,
2336,WATSON Graham,watson,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,59,Liberal Democrat Party,
2337,WHITEHEAD Phillip,whitehead,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2338,WHITTAKER John,whittaker,1,2004-2009,UK,IND/DEM,Independence/Democracy,66,UK Independence Party,
2339,WISE Thomas,wise,0,2004-2009,UK,na,NA,66,UK Independence Party,
2340,WYNN Terence,wynn,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2341,HUHNE Christopher,huhne,0,2004-2009,UK,ALDE,Alliance of Liberals and Democrats for Europe Party,59,Liberal Democrat Party,
2342,WILLMOTT Glenis,willmott,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2343,SIMPSON Brian,simpson,0,2004-2009,UK,SOC,SOC,57,Labour Party,
2344,COLMAN Trevor,colman,1,2004-2009,UK,IND/DEM,Independence/Democracy,66,UK Independence Party,
2345,VILLIERS Theresa,villiers,0,2004-2009,UK,EPP-ED,European People's Party Group and European Democrats,54,Conservative and Unionist Party,
2346,RIBEIRO Sérgio,ribeiro,0,2004-2009,Portugal,EUL/NGL,The Left in the European Parliament,49,Coligação Democrática Unitária (PCP-PEV),
2347,Martin Ehrenhauser,ehrenhauser,0,2009-2014,Austria,NI,Non-Inscrits,,Hans-Peter Martin's List,
2348,Karin Kadenbach,kadenbach,0,2009-2014,Austria,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2349,Othmar Karas,karas,0,2009-2014,Austria,EPP,European People's Party Group,,People's Party,
2350,Elisabeth Köstinger,köstinger,0,2009-2014,Austria,EPP,European People's Party Group,,People's Party,
2351,Jörg Leichtfried,leichtfried,0,2009-2014,Austria,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2352,Eva Lichtenberger,lichtenberger,0,2009-2014,Austria,G–EFA,The Greens/European Free Alliance,,The Greens–The Green Alternative,
2353,Ulrike Lunacek,lunacek,0,2009-2014,Austria,G–EFA,The Greens/European Free Alliance,,The Greens–The Green Alternative,
2354,Hans-Peter Martin,martin,0,2009-2014,Austria,NI,Non-Inscrits,,Hans-Peter Martin's List,
2355,Andreas Mölzer,mölzer,0,2009-2014,Austria,NI,Non-Inscrits,,Freedom Party,
2356,Franz Obermayr,obermayr,0,2009-2014,Austria,NI,Non-Inscrits,,Freedom Party,
2357,Hella Ranner ,ranner ,0,2009-2014,Austria,EPP,European People's Party Group,,People's Party,
2358,Heinz Becker,becker,0,2009-2014,Austria,EPP,European People's Party Group,,People's Party,
2359,Evelyn Regner,regner,0,2009-2014,Austria,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2360,Paul Rübig,rübig,0,2009-2014,Austria,EPP,European People's Party Group,,People's Party,
2361,Richard Seeber,seeber,0,2009-2014,Austria,EPP,European People's Party Group,,People's Party,
2362,Ewald Stadler ,stadler ,0,2009-2014,Austria,NI,Non-Inscrits,,Alliance for the Future,
2363,Ernst Strasser ,strasser ,0,2009-2014,Austria,EPP,European People's Party Group,,People's Party,
2364,Hubert Pirker,pirker,0,2009-2014,Austria,EPP,European People's Party Group,,People's Party,
2365,Hannes Swoboda,swoboda,0,2009-2014,Austria,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2366,Angelika Werthmann,werthmann,0,2009-2014,Austria,NI,Non-Inscrits,,Hans-Peter Martin's List,
2367,Josef Weidenholzer,weidenholzer,0,2009-2014,Austria,S&D,The Progressive Alliance of Socialists and Democrats,,Social Democratic Party,
2368,Ivo Belet,belet,0,2009-2014,Belgium,EPP,European People's Party Group,,Christian Democratic and Flemish,
2369,Frieda Brepoels ,brepoels ,0,2009-2014,Belgium,G–EFA,The Greens/European Free Alliance,,New Flemish Alliance,
2370,Mark Demesmaeker,demesmaeker,0,2009-2014,Belgium,G–EFA,The Greens/European Free Alliance,,New Flemish Alliance,
2371,Philip Claeys ,claeys ,0,2009-2014,Belgium,NI,Non-Inscrits,,Flemish Interest,
2372,Frédéric Daerden,daerden,0,2009-2014,Belgium,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2373,Jean-Luc Dehaene,dehaene,0,2009-2014,Belgium,EPP,European People's Party Group,,Christian Democratic and Flemish,
2374,Véronique De Keyser,de,0,2009-2014,Belgium,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2375,Anne Delvaux,delvaux,0,2009-2014,Belgium,EPP,European People's Party Group,,Humanist Democratic Centre,
2376,Isabelle Durant,durant,0,2009-2014,Belgium,G–EFA,The Greens/European Free Alliance,,Ecology Party,
2377,Saïd El Khadraoui,el,0,2009-2014,Belgium,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party–Differently,
2378,Derk Jan Eppink ,jan,0,2009-2014,Belgium,ECR,The European Conservatives and Reformists Group,,"List Dedecker/Libertarian, Direct, Democratic",
2379,Mathieu Grosch,grosch,0,2009-2014,Belgium,EPP,European People's Party Group,,Christian Social Party,
2380,Philippe Lamberts,lamberts,0,2009-2014,Belgium,G–EFA,The Greens/European Free Alliance,,Ecology Party,
2381,Louis Michel,michel,0,2009-2014,Belgium,ALDE,Alliance of Liberals and Democrats for Europe Party,,Reformist Movement,
2382,Annemie Neyts-Uyttebroeck,neyts-uyttebroeck,0,2009-2014,Belgium,ALDE,Alliance of Liberals and Democrats for Europe Party,,Open Flemish Liberals and Democrats,
2383,Frédérique Ries,ries,0,2009-2014,Belgium,ALDE,Alliance of Liberals and Democrats for Europe Party,,Reformist Movement,
2384,Bart Staes,staes,0,2009-2014,Belgium,G–EFA,The Greens/European Free Alliance,,Green!,
2385,Dirk Sterckx ,sterckx ,0,2009-2014,Belgium,ALDE,Alliance of Liberals and Democrats for Europe Party,,Open Flemish Liberals and Democrats,
2386,Philippe De Backer ,de,0,2009-2014,Belgium,ALDE,Alliance of Liberals and Democrats for Europe Party,,Open Flemish Liberals and Democrats,
2387,Marc Tarabella ,tarabella ,0,2009-2014,Belgium,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party,
2388,Marianne Thyssen,thyssen,0,2009-2014,Belgium,EPP,European People's Party Group,,Christian Democratic and Flemish,
2389,Kathleen Van Brempt,van,0,2009-2014,Belgium,S&D,The Progressive Alliance of Socialists and Democrats,,Socialist Party–Differently,
2390,Frank Vanhecke,vanhecke,1,2009-2014,Belgium,NI/EFD,Non-Inscrits / Europe of Freedom and Democracy,,Flemish Interest,
2391,Guy Verhofstadt,verhofstadt,0,2009-2014,Belgium,ALDE,Alliance of Liberals and Democrats for Europe Party,,Open Flemish Liberals and Democrats,
2392,Slavcho Binev,binev,0,2009-2014,Bulgaria,NI,Non-Inscrits,,Attack,
2393,Preslav Borissov,borissov,0,2009-2014,Bulgaria,EPP,European People's Party Group,,Citizens for European Development of Bulgaria,
2394,Mariya Gabriel,gabriel,0,2009-2014,Bulgaria,EPP,European People's Party Group,,Citizens for European Development of Bulgaria,
2395,Filiz Husmenova,husmenova,0,2009-2014,Bulgaria,ALDE,Alliance of Liberals and Democrats for Europe Party,,Movement for Rights and Freedoms,
2396,Stanimir Ilchev,ilchev,0,2009-2014,Bulgaria,ALDE,Alliance of Liberals and Democrats for Europe Party,,National Movement for Stability and Progress (National Movement Simeon II),
2397,Rumiana Jeleva,jeleva,0,2009-2014,Bulgaria,EPP,European People's Party Group,,Citizens for European Development of Bulgaria,
2398,Ivaylo Kalfin,kalfin,0,2009-2014,Bulgaria,S&D,The Progressive Alliance of Socialists and Democrats,,Coalition for Bulgaria (Socialist Party),
2399,Metin Kazak,kazak,0,2009-2014,Bulgaria,ALDE,Alliance of Liberals and Democrats for Europe Party,,Movement for Rights and Freedoms,
2400,Evgeni Kirilov,kirilov,0,2009-2014,Bulgaria,S&D,The Progressive Alliance of Socialists and Democrats,,Coalition for Bulgaria (Socialist Party),
2401,Andrey KOVATCHEV,kovatchev,0,2009-2014,Bulgaria,EPP,European People's Party Group,,Citizens for European Development of Bulgaria,
